number,href,title,ingredients,preparation
1221,https://simple-veganista.com/vegan-mayo/,EASY VEGAN MAYO,"7 oz. organic tofu (silken or soft)
1/3 cup neutral oil (I used light flavored olive oil)
1 tablespoon lemon juice (about 1/2 medium lemon)
1 teaspoon apple cider vinegar
1/4 teaspoon salt, + more to taste
1/4 teaspoon dijon mustard","Instructions Small Personal Blender: Simply add everything to the cup, attach the criss-cross blade, and blend for 1 minute. Taste for flavor. This is my preferred method and love my NutriBullet (affiliate link ) for small jobs like this!
Immersion Blender: Place the ingredients into a 2-cup measuring cup or tall straight glass (a mason jar would be great), and using the immersion blender, blend for 30 seconds to 1 minute, until creamy. Taste for flavor.
Regular Blender: This will work best when doubling this recipe. Simply place the ingredients in the blender, and process until smooth and creamy, about 1 minute, stopping to scrape down the sides as needed. Taste for flavor.
Store in an airtight container in the refrigerator for up to 1 week."
1291,https://simple-veganista.com/vegan-coleslaw/,CLASSIC VEGAN COLESLAW,"5 - 6 cups green cabbage, shredded
2 cups red cabbage, shredded
1 cup carrots, shredded or julienned
Coleslaw Dressing
2/3 cup vegan mayo
1 tablespoon dijon mustard
2 tablespoons apple cider vinegar
1 tablespoon pure cane sugar or pure maple syrup
1/2 - 1 teaspoon celery seed powder, optional
salt & pepper, to taste","Instructions Dressing: In a small bowl, whisk the mayo, apple cider vinegar, mustard, sugar, salt, and pepper.
Assemble: Add the cabbage and carrots in a very large mixing bowl, the larger the better. Pour the dressing all over the cabbage, and toss well to combine. Finish with salt & pepper to taste.
Serve right away, or let the coleslaw rest in the fridge for at least 30 minutes before serving.
Store leftovers in the refrigerator in an airtight container for up to 5 days, but it's best within 3 days."
1301,https://simple-veganista.com/raw-almond-butter/,HOMEMADE ALMOND BUTTER,"1 pound (16 oz) almonds (raw or toasted), about 2 1/2 cups
optional add-ins
1/2 teaspoon or so of cinnamon
1 teaspoon vanilla extract or seeds of 1 vanilla bean
2 tablespoons pure maple syrup, warmed","Instructions Add almonds to high-speed blender or food processor blend until creamy, stopping frequently to scrape down the sides as needed. If adding in extra ingredients, please do so after you have achieved a creamy consistency.
The total time from beginning to end may take 15 to 25 min, depending on your machine.
Makes 2 cups"
1321,https://simple-veganista.com/vegan-french-onion-dip/,VEGAN FRENCH ONION DIP,"1 medium yellow onion, diced
1 tablespoon olive oil or 1/4 cup water/vegetable broth
1 1/4 cups vegan sour cream or 1 tub (12oz) tofutti sour cream
1 teaspoon vegan worcestershire (I use Annie's)
1/2 teaspoon garlic powder
1/2 teaspoon onion powder
mineral salt, to taste
chopped parsley, to serve","Instructions Onions: Heat the oil/water in a nonstick skillet over medium heat. Add the onions and saute for 10-15 minutes, stirring every few minutes. Add a little bit of water/veggie broth and let it sizzle and evaporate. Keep stirring every so often, add more liquids. After about 25 - 30 minutes, onions should be caramelized and fragrant.
Mix: Combine the vegan sour cream with the garlic & onion powder and Worcestershire sauce. Add the onions and mix well. Taste for seasoning.
Serve: Serve topped with chopped parsley. Pair your french onion dip with chips, crackers, and/or sliced vegetables.
Makes about 1 3/4 cups.
Store leftovers, covered, in the refrigerator for up to 6 days."
32,https://veganuary.com/recipes/sundried-tomato-tapenade/,Sundried Tomato Tapenade,"200g green or black pitted olives
40g sundried tomatoes
1 medium clove garlic
1 tablespoon olive oil
Small handful of garden herbs (optional)","Preparation
Soak sundried tomatoes overnight and then drain off the soak-water. (If you use pre-soaked sundried tomatoes you will need about 80g of them rather than 40g.)
Method
Blend together well with a hand blender to make a pate."
102,https://veganuary.com/recipes/food-in-a-minute-with-veganuary-easy-peasy-broccoli-cheese/,Food In A Minute: Easy Peasy Broccoli Cheese,"1 x head of broccoli
Cold water
2/3 tablespoons of nutritional yeast
Black pepper (to taste)
Juice of 1/2 a lemon","Method
New Veganuary Recipe Video! Chop the broccoli into florets
Add to cold water and bring to the boil
Once bubbling (show) drain and return to the pan
Add nutritional yeast and stir
Add the lemon juice and pepper. Stir.
Taste!
Add more nutritional yeast to make extra cheesy
Serve!
Try it with Pasta, cauliflower, or even peas!
So simple, so cheesy, so delicious!"
122,https://veganuary.com/recipes/15-minute-slice-able-melt-able-vegan-cheese/,Quick Melty Vegan Cheese,"500 ml/2 cups soya milk (for the best results use a thick, rich milk or creamer)
6 tsp agar powder*
1 tsp white vinegar
2 tsp coarse salt (or 1 tsp fine salt)
40g/4 tbsp tapioca starch
1 tsp paprika (used smoked for a smoky cheese)
15g/1/4 cup nutritional yeast flakes
1/4 tsp turmeric (optional, for colour)
1 capsule of vegan probiotic, emptied (optional)
*6 tbsp agar flakes can be used, boil mixture gently for 15 minutes after adding the flakes, vinegar and salt before adding the remaining ingredients.
*Carrageenan can also be used (3 tsp powder) - often sold as 'vege-gel- or 'vege-set- - cheese will not be as firm as when set with agar but it behaves the same and, after a little time in the freezer, grates well.","Method
Bring the soya milk to a boil over a medium heat.
Once boiling, remove from the heat and whisk in the the agar powder (or agar flakes or carrageenan), vinegar and salt.
Mix the tapioca starch in a cup with a few tablespoons of the hot soya milk and set aside.
Bring the soya milk mixture to a boil again, then whisk in the rest of the ingredients, including the tapioca mixture.
Cook for 10 or so minutes, make sure it comes to a boil at least once, then remove from heat and stir in the probiotic of using then pour into a container to set.
Leave to harden in the fridge or freezer to make it easier to grate."
142,https://veganuary.com/recipes/butterbean-mash/,Butterbean Mash,"2 jars (not tins) butterbeans
1 garlic clove
Juice of 1 lemon
1 teaspoon ground cumin
1 teaspoon light tahini
4 spring onion finely chopped
1 bunch chives, finely chopped","Method
Blend (using a hand blender) the beans, garlic, lemon juice, cumin and tahini till smooth. Add salt to taste
Pour into a serving dish
Scatter with spring onion and chives"
162,https://veganuary.com/recipes/courgette-stacks/,Courgette Stacks,"1 courgette
6 cherry tomatoes
4 mushrooms
1/2 an avocado
1/2 spring onion
1 small clove of garlic crushed
Juice of 1/4 of a lemon
1/4 tsp chilli flakes
Pinch of Himalayan rock salt & cracked black pepper
A drizzle of olive oil
A few torn basil leaves","Method
Thinly slice the courgette lengthways, and also thinly slice the tomatoes and mushrooms
Put all of these under the grill and turn the courgette slices when they start to brown
In the meantime prepare the avocado, by mixing all the other ingredients together (except the basil and olive oil)
Assemble your stacks as follows; slice of courgette, avocado, mushrooms, tomatoes, basil and repeat.
Put the stacks back under the grill just to heat through
Finish with a final layer of avocado and a drizzle of olive oil
Sit down, relax, and enjoy!"
182,https://veganuary.com/recipes/vegan-melting-mature-cheeze-sticks/,Vegan Melting Mature Cheeze Sticks,"1 roll of vegan puff pastry (chilled)
1 tablespoon of extra virgin olive oil
1/2 teaspoon of smoked paprika
Pinch of salt
Pinch of pepper
100g Ilchester Vegan Melting Mature
Salsa or dip of choice to serve","Method
1. Begin by preheating the oven to 180° and rolling out the puff pastry onto a
flat surface.
2. Using a brush, coat the puff pastry in the oil, and then sprinkle over the
smoked paprika so it covers as much of the pastry as possible.
3. Season with salt and pepper.
4. Next, finely grate the melting mature cheeze and sprinkle it over the entirety
of the pastry sheet.
5. Now, using a sheet of baking paper or clingfilm, place it on top of the pastry
and gently press down. This will push the melting mature cheeze into the pastry.
6. Carefully remove the paper and then using a sharp knife cut into 9-12 strips
horizontally.
7. Twist the strips and place them onto a baking tray ensuring there is space in
between them as they-ll puff up.
8. Sprinkle with any remaining grated cheeze and place the tray into the oven for
20-25 minutes. Serve with a salsa or dip of choice."
242,https://veganuary.com/recipes/vegetable-crisps/,Vegetable Crisps,"1 tbsp coconut oil
6 stalks of kale or cavolo nero
Half a parsnip
Half a carrot
Half a beetroot
2 garlic cloves
Half a lemon
Salt and pepper","Preparation
De-stalk the kale or cavolo nero and cut into pieces. Peel the carrot, parsnip and beetroot and then, using the peeler, slice the vegetables thinly.Place the vegetables onto the baking tray and coat in the oil, add the cloves of garlic and drizzle with the lemon juice. Bake for 20 minutes until crispy. Once out of the oven season with salt and pepper. I added a little more lemon juice afterwards too. Leave to cool before you eat them."
382,https://veganuary.com/recipes/sweet-potato-and-ginger-mash/,Sweet Potato and Ginger Mash,"750g Sweet potato
30g Fresh root ginger (or 50g if you want it fiery)
Olive Oil
Salt and Pepper","Preparation
Serves 2.
Method
Wash the sweet potatoes and bake them in the oven until soft. Grate the ginger and gently fry in some olive oil. Once the potatoes have cooked, peel and put the flesh into a mixing bowl. Using a mixer, either free standing or hand held, beat the sweet potato along with the ginger, salt and pepper until you have a smooth consistency."
432,https://veganuary.com/recipes/quick-crumbly-cheese/,Quick Crumbly Cheese,"1 cup/170g cashews
? cup/85g macadamia nuts
? cup/60g oats, ground (optional for a lighter cheese, otherwise add more cashews)
Juice of one lemon
3 tablespoons nutritional yeast","Method
Put everything in the food processor and mix well.
That-s it!"
532,https://veganuary.com/recipes/coconut-bacon/,Coconut Bacon,"2 tablespoons liquid smoke (hickory or mesquite flavor)
2 tablespoons tamari soy sauce
1 tablespoon maple syrup or agave nectar
1 tablespoon water
3? cups (200 g) unsweetened coconut flakes","Preparation
Makes 3? cups
Method
Preheat the oven to 325°F. Line a baking sheet with parchment paper.
In a large bowl, stir together the liquid smoke, tamari soy sauce, maple syrup or agave nectar, and water.
Add the coconut flakes to the bowl, and using a rubber spatula, gently toss together the coconut with the liquid mixture until the coconut flakes are thoroughly coated.
Transfer the coated coconut flakes onto the prepared baking sheet, spreading them out in a single layer so they cook evenly, and place the baking sheet in the preheated oven. Bake for 20 to 25 minutes, and stay close by.
After 10 or 15 minutes and every 5 minutes thereafter, you will want to toss and flip the flakes using a spatula. This is not only to make sure the flakes cook evenly but also to ensure that they don-t burn, and they will burn if you don-t regularly toss them.
Depending on your oven, you may also need to turn the baking sheet around to ensure they cook up evenly. As you continue to check, feel free to taste to make sure they-re nice and crispy. They will be a nice brown color when they-re done, and if you test them, you-ll notice the coconut flavor is pretty much gone.
Remove from the oven, and let cool before storing in a sealed bag or container. (They continue to crisp up as they cool.) The coconut bacon will stay fresh for up to 3 weeks-in or out of the refrigerator.
Suggestions for Serving
Make a classic Bacon, Lettuce, and Tomato Sandwich with some avocado slices!
Top a baked potato with a couple tablespoons, as you would with bacon bits.
Offer the coconut bacon as an option for a salad topping.
It-s a great garnish for soup.
Sprinkle them on top of your favorite Macaroni & Cheese recipe or on top of pasta.
For Your Information
Look for unsweetened coconut flakes in the bulk section of your grocery store; packaged brands include Edward & Sons/Let-s Do Organic and Bob-s Red Mill (USA only).
For Your Edification
Liquid smoke adds a wonderful depth of flavor to so many dishes, and a little goes a long way. It-s a great staple to keep in the cupboard, and you-ll find yourself using it often to add a smoky flavor to your favorite recipes."
682,https://veganuary.com/recipes/parboiled-spinach-soy-sauce-gochujang/,Parboiled Spinach with Two Types of Seasoning: Soy Sauce and Gochujang,"2 heads/bunches of spinach
Naturally Brewed Soy Sauce Seasoning
1 Tbsp Naturally Brewed Soy Sauce
0.5 Tbsp Salt
1 Tbsp Sesame Seed Oil
1 Tbsp Sesame Seeds
Red Chilli Paste Seasoning
1 Tbsp Korean Red Chilli Paste (Gochujang)
1 Tbsp Green Plum Extract
1 Tbsp Sesame Seed Oil
1 Tbsp Sesame Seeds","Method
Wash the spinach and parboil in salted water. Rinse with cold water.
Add the seasoning ingredients to the prepared spinach and mix with your hands until fully coated."
732,https://veganuary.com/recipes/vegan-cream-cheese/,Vegan Cream Cheese,"*4 cups soya milk (Unsweetened) 946ml/32 oz
2 tbsp lemon juice
1? tsp sea salt
? tbsp apple cider vinegar
1 - 2 tbsp nutritional yeast
** 1/3 cup refined coconut oil
* this recipe only works with unsweetened soya milk
** use refined coconut oil to avoid your cheese being coconut flavoured","Method
Place a sieve over a deep pot or pan. Lay the cheese cloth in the sieve. I fold mine so it-s quadruple thickness. (You could use a thin, clean tea towel if you don-t have cheesecloth). This is where you will pour your milk to make the cheese when it is ready. It-s important that your pot is deep so the cheese doesn-t come into contact with the liquid.
In a large pan, over medium-high heat, simmer the soy milk until it reaches a light boil. Stir constantly with a whisk and watch the milk carefully so it does not boil over. It is important to continue stirring the entire time your milk is on the hob.
Once the soy milk comes to a light, rolling boil, add the lemon juice and stir. After about 30 seconds you should see some curdling start to occur (the solid of the milk will start to separate from the liquids).
Add the sea salt. Turn down the heat and stir for another minute or so. At this point your milk should be really curdled. You may see chunks or your curdled milk may be of a finer grain due to the whisk.
Stir in the nutritional yeast (dependent on how cheesy you want it to taste) and apple cider vinegar into the milk mixture and whisk lightly.
Pour the milk over the cheese cloth. Be careful because the milk will be very hot.
Tightly tie the cheesecloth at the top. Place a weight on top of the cheese cloth to help it drain faster and the cheese to solidify. Anything will do such as cans of food or a stack of ramekins.
Place in the fridge overnight. In the morning, the whey will have separated from the milk into the bottom bowl. Carefully unwrap your cheese.
Melt the coconut oil (20-30 seconds in the microwave on high will do). Put the cheese and oil in a blender and blend for around 30 seconds. It will be very thick but you just want to get an even texture. The oil gives the cheese the right 'mouth feel-.
Transfer to a small dish, cover and refrigerate. This will last up to 2 weeks in the fridge."
742,https://veganuary.com/recipes/super-seed-spelt-loaf/,Super Seed Spelt Loaf,"500g Organic Spelt Flour
1 Tsp Quick Yeast
1 Tsp Sugar
325 ml Pure Water
1 Tbsp Vegetable Oil
150g Organic Gourmet Seed Mix
1/2 Tsp Salt","Preparation
Serves 6.
Method
In a large bowl mix together the flour, salt, quick yeast and sugar. Add the water and roughly mix it into the flour. While the dough is still lumpy add the oil and knead well until it feels smooth and pliable. Add the seeds and knead until they are combined into the dough. Leave the dough covered with a tea towel, in a draught free place, for it to double in size (This should take about an hour). Turn dough out onto a floured surface and knead the dough firmly for several minutes. Shape the dough and put it into a 1kg bread tin. Cover with a clean tea towel and leave dough to rise for about 25 minutes in a warm place. Bake in a preheated oven 35/40 minutes."
772,https://veganuary.com/recipes/jackfruit-ceviche/,Jackfruit Ceviche,"1 can (20 oz) green jackfruit in water or brine
? cup peeled and small diced tomato
? cup peeled, seeded and small diced cucumber
? cup small diced onion
? cup chopped cilantro
1 clove garlic, minced
1 small Serrano chili, seeded and finely minced
Juice of 1 lime
1 tbsp olive oil
? tsp fine sea salt or kosher salt, or more to taste
? tsp coarse ground black pepper
? tsp ground cumin
? ripe but firm avocado, diced","Preparation
Canned green jackfruit bears a resemblance to flaked crabmeat when cooked. It can be found in Indian and Asian markets or purchased through the internet. Look for the label ""Green Jackfruit"" or ""Young Green Jackfruit"" and be sure that it-s packed in water or brine and not syrup. Cans of ripe jackfruit packed in syrup may be stocked nearby, but don-t be tempted to substitute as the ripe fruit will be too sweet for this application.
*Chef-s note: Traditional ceviche made with fresh seafood has a fresh, clean flavor and should not be fishy. If you wish to add a subtle ocean flavor to this plant-based version add a little bit of dried kelp flakes or flaked, toasted nori.
Method
Drain the jackfruit and rinse. If the jackfruit was canned in brine, rinse thoroughly. Add the chunks of jackfruit to 1 quart salted boiling water. Reduce the heat to a slow boil and cook for 15 minutes. Drain in a colander and let cool. When cool enough to handle, remove the tough core from each chunk of jackfruit with a sharp knife and discard. Break the chunks apart with your fingers and remove the soft seeds and seed membranes and discard. The remaining flaky pulp is the only portion you will want to use in the dish, so sort through the chunks carefully (there will be a significant amount of unusable material). Wrap the pulp in a lint-free kitchen towel and squeeze to remove excess water. Coarsely chop the pulp and place in a mixing bowl.
Add the remaining ingredients EXCEPT for the avocado and toss well to combine. Refrigerate for several hours to marinate the ingredients and blend the flavors. Add the diced avocado just before serving and toss well. The avocado can also be placed into a ring mold and the ceviche layered on top for a lovely presentation. Season the ceviche with additional salt as desired and to taste. Serve with crunchy tortilla chips.
Tip: Strips of flour or corn tortilla that have been flash-fried in cooking oil make an interesting and crunchy garnish.
Like this recipe? Sign up to Veganuary today to get recipes like this delivered directly to your inbox."
822,https://veganuary.com/recipes/guacamole-tomato-salsa/,Guacamole and Tomato Salsa,"For the Guac:
2 ripe avocados, peeled and stoned
? red onion, chopped
? red chilli, deseeded and finely chopped
10 sprigs fresh coriander (cilantro)
Juice of ? lime
salt and pepper
For the Salsa:
? red onion, chopped
5 plum tomatoes, finely diced
? red chilli, deseeded and finely chopped, or more to taste
10 sprigs fresh coriander (cilantro)
Juice of ? lime
Dash of olive oil
Salt and pepper","Preparation
Guacamole
Put everything in a food processor and blitz for about 10 seconds, making sure you keep some of the texture. If you feel like getting more hands on, do it the traditional way, using a pestle and mortar.
Adjust the chilli, lime and salt and pepper to your taste.
Salsa
Simply mix everything together thoroughly, and adjust the chilli, lime and salt and pepper to your taste."
882,https://simple-veganista.com/kale-date-almond-salad-lemon-dressing/,"KALE, DATE & ALMOND SALAD + LEMON DRESSING","juice of 1 large lemon
1 teaspoon pure maple syrup
pinch of salt
pinch of red pepper flakes or fresh cracked pepper
5 oz. package baby kale or 1 large bunch lacinato or curly kale (stem removed and julienned)
1/8 red onion (or 1 small shallot), thinly sliced
2 tablespoons extra virgin olive oil, optional
8 dates, seeds removed and chopped
1/3 cup slivered almonds
3 tablespoons hemp hearts
almond parmesan or Violife Vegan Parm","Instructions In a large bowl, combine the lemon juice, maple syrup, salt and red pepper flakes, add the kale and shallots, mix well. If using large leaf kale, let set for at least 20 minutes (or overnight in the fridge) making sure to toss a few times. If using baby kale, serve right away as baby kale is tender ready.
Before serving add a drizzle of the optional olive oil, toss well. Add in the dates, almonds, hemp hearts and light dusting of almond parmesan or shaved vegan parm.
Serves 4"
1022,https://simple-veganista.com/simple-white-bean-hummus/,SIMPLE WHITE BEAN HUMMUS,"1 can cannellini beans (15 oz), drained and rinsed
2 heaping tablespoons tahini
2 tablespoons extra virgin olive oil
juice of 1 or 2 lemons
1 clove garlic, minced or 1/2 teaspoon garlic powder
1/2 teaspoon onion powder, optional
a couple twists of himalayan salt grinder
a couple tablespoons of water as needed to thin
vary up your hummus with these optional add ins:
1/4 teaspoon or so of cumin and/or coriander
1/2 teaspoon or so dijon mustard
herbs like chives or basil
za-atar (I used as a topper)","Instructions Place ingredients in food processor, except water, and blend until desired consistency.
Taste for flavor adding anything more to your liking more garlic? more lemon? more tahini? more salt? blend again.
Add water one tablespoon at a time to thin if needed (when using as a sandwich spread or binder I prefer a thinner hummus and will add a few extra tablespoons of water to thin it out nicely).
Serve however you like! It-s great either at room temp or chilled.
Makes 1 1/2 cups.
Store in airtight container in refrigerator for up to 6 - 7 days."
1052,https://simple-veganista.com/savory-sauteed-kale/,SAVORY SAUTEED KALE,"1 bunch kale
1 tablespoon olive oil or 1/4 cup water or veg broth
1 - 2 tablespoons nutritional yeast
1 teaspoon garlic powder
mineral salt & pepper, to taste","Instructions Prep the kale:
Wash and dry the kale leaves.
The kale may need to be trimmed based on personal preferences. You may choose to keep the thick central ribs intact or remove them. For this recipe, I just removed the tougher ends.
Next, stack the leaves on top of each other (if using curly kale you may only be able to do a few leaves at a time). Using a sharp knife, cut the leaves widthwise in to thin strips across the leaves. Once done, give it a quick rough chop.
Saute Kale: Heat oil or water in a large, heavy-bottomed skillet or wok over medium-low heat. Add kale and saute for 3 - 4 minutes, stirring frequently.
Add seasoning: Add the nutritional yeast, garlic powder, salt and pepper, continue to cook until kale is wilted and turns bright dark green, about 4 - 5 minutes (shown below).
Serves 3 - 4
Store: Leftovers can be stored in covered containers in the refrigerator for up to 5 days."
1072,https://simple-veganista.com/marinaraw-sauce/,MARINA-RAW- SAUCE,"1 lb. tomatoes (roma, grape or cherry, on the vine, etc), chopped
1 cup (3oz.) sun-dried tomatoes (not in oil)
1 clove garlic (or 1 teaspoon garlic powder)
2 tablespoons shallots
1/2 cup herbs (cilantro, parsley or basil), medium packed
salt + pepper, to taste","Instructions Soak sun-dried tomatoes: Start with softening the sun-dried tomatoes. Do this by placing them in a small bowl of warm, not boiling, water, and let soak for about 20 minutes. Drain water.
Make the sauce: Once tomatoes are ready, place all the ingredients into a food processor or blender, and blend until mixture is fairly smooth. You can also leave it a little chunky if you like. Taste for flavor adding more of anything you like.
Store: Leftovers sauce can be stored in an airtight container in the refrigerator for up to 5 - 6 days.
Makes 2 cups.
Serves 3"
1222,https://simple-veganista.com/apple-harvest-quinoa-salad-sweet-tahini/,APPLE QUINOA SALAD + TAHINI MAPLE DRESSING,"1 cup quinoa (I used tri-color)
1 3/4 cup water
1 lemon, juice of
2 large apples, cored and diced (1 green + 1 red, or 2 same color)
1 1/2 cups grapes, sliced in half
1 celery rib, thinly sliced
1/4 cup raisins (or cranberries)
1/4 cup almonds (slivered or chopped)
a few large mint leaves, julienned
1/2 teaspoon cinnamon, or to taste
salt & pepper, to taste
Sweet Tahini Dressing
1/4 cup tahini
3 tablespoons water
1 - 2 tablespoons pure maple syrup
1/2 teaspoon cider vinegar, or to taste (optional)","Instructions Quinoa: Rinse your quinoa in a fine mesh sieve. In a medium size pot, add water and quinoa, bring to a boil. Cover, reduce heat and simmer for 15 minutes. Remove cover and let set 15 minutes, fluff with a fork.
Dressing: While quinoa is cooking, prepare your dressing by combining ingredients in a small bowl. Mix well and set aside to let the flavors relax into each other. Add more water, 1 teaspoon at a time, to thin as needed. To thicken add more tahini. It should be thin enough to drizzle. Dressing serves four.
Salad: Core and dice apples, top with lemon juice and toss gently (I did this right on the cutting board to not dirty up another bowl). Prepare the remaining ingredients. Add the apples, grapes, celery, raisins, almonds, mint leaves and cinnamon to the quinoa, mix well. Taste for flavor adding more cinnamon if you like.
Spoon into serving dishes and serve with a good drizzle of the sweet tahini dressing.
Serves 4 - 6"
1252,https://simple-veganista.com/avocados-are-so-versatile-and-can-be/,Stuffed Avocados,"3 avocados, sliced in half and seed removed
1 lemon, juice of
1/3 cucumber, diced
1 bell pepper (any color), cored and diced
1 jalapeno, seeds removed and diced
1/4 red onion or 1 small shallot, diced
1 garlic clove, minced or 1/8 - 1/4 teaspoon garlic powder (optional)
small handful grape tomatoes, diced (optional)
2 - 4 tablespoons hummus, vegan mayo or garlic aioli
mineral salt & cracked pepper, to taste","Instructions Prepare the ingredients. Once you-ve sliced the avocados and removed the seeds, squeeze or rub a little lemon juice on the flesh to keep the browning at bay.
Place the cucumber, bell pepper, jalapeno, onion, and optional garlic and diced tomatoes in a small/medium mixing bowl, add just enough of the hummus or vegan mayo to bind.
Fill avocados and top with salt, pepper and squeeze of lemon. Adding a little chopped parsley will add even more color!"
1282,https://simple-veganista.com/salsa-verde-recipe/,TOMATILLO SALSA VERDE,"2 lbs. tomatillos, husks removed, rinsed well and quartered
1 small red onion (about 1 cup), diced
2 cloves garlic, minced
2 jalapenos, seeds removed and diced (a few seeds are ok for heat)
2 cups low-sodium vegetable broth
1/2 teaspoon mineral salt, + more to taste
1/2 cup chopped cilantro (I like a cilantro + parsley combo)","Instructions Simmer: In a medium pot, add the tomatillos, onion, garlic, jalapeno, and vegetable broth and bring to a boil, cover, reduce heat to low and simmer for 15 minutes.
Blend: Let cool a few minutes and gently transfer to a blender. Add the cilantro and/or parsley and process until smooth. Taste for flavor, adding more salt as needed.
Makes about 6 cups
Store: Leftovers can be kept in the refrigerator for up to 5 - 6 days in a covered container. For longer storage, freeze for up to 2 - 3 months. To freeze, let cool completely and store in freezer safe containers leaving 1/2 inch of head space for expansion. Let thaw in the refrigerator before using."
3,https://veganuary.com/recipes/simple-roasted-radish-by-chicp/,Simple Roasted Radish by ChicP,"1 170g tub beetroot and horseradish houmous
300g mixed radishes
2 tbsp. light oil
1 tsp salt","Preparation
Pre heat the oven to 160C
Cut the radishes in half and place in a baking dish, drizzle with the oil and roast for about 20minutes.
Spread the houmous onto a serving plate.
Remove from the oven and season with salt.
Spoon on top of the beetroot and horseradish houmous
Credit: @natalie.naturally"
73,https://veganuary.com/recipes/69435/,Smoky Sweet Glazed Vegetables,"2 parsnips, peeled and cut into 1-inch cubes
4 carrots, peeled and cut into 1-inch cubes
2 sweet potatoes, peeled and cut into 1-inch cubes
1 red and 1 yellow pepper, cut into 1-inch pieces
10 Cherry tomatoes on the vine
2 tablespoons olive or vegetable oil
Half bottle of Jack Daniel's Smokey Sweet Glaze","Method
Preheat oven to 400F/204C.
In a large mixing bowl combine the vegetables and the oil; toss until vegetables are evenly coated.
Spread vegetables out evenly on a large baking tray. Roast for 15 minutes, stirring once halfway through.
Brush vegetables with a healthy coating of Jack Daniel's Smokey Sweet Glaze and finish roasting for another 5 minutes.
Serve hot and enjoy."
243,https://veganuary.com/recipes/butternut-squash-bread/,Butternut Squash Bread,"350g grated butternut squash [12 oz]
350g wholemeal flour [12 oz / US 2 ? cups]
200g caster sugar [7 oz / US 1 cup]
1 tsp salt
2 tsp ground cinnamon
1 tsp nutmeg
1 tsp bicarbonate of soda
150g chopped walnuts [5 oz / 1 ? cups]
100ml sunflower oil [3 ? oz / ? cup]
100ml almond milk [3 ? oz / ? cup]
1 tsp vanilla extract","Method
Preheat the oven to 180C/350F/Gas 4.
Prepare the flour, caster sugar, salt, ground cinnamon, nutmeg and bicarbonate of soda in a bowl, mix together well.
Add the grated butternut squash and walnuts and combine.
Add the oil, almond milk and vanilla extract and combine to make a sticky batter.
Spoon the batter into a greased 900g / 2lb loaf tin lined with baking parchment.
Bake in the oven for about 1 hour or until a skewer comes out clean.
Leave to cool before serving.
This recipe is from Seasonal Soulfood by Local Food Britain."
263,https://veganuary.com/recipes/roasted-cauliflower-fattoush/,Roasted Cauliflower Fattoush,"1 small cauliflower head, broken into small florets
1 little gem lettuce
5-6 cherry tomatoes, halved
1/3 large cucumber, peeled, deseeded and cut into half moon shapes
1/2 red onion, finely sliced
2 pitta breads
1 tbsp olive oil
1 heaped tbsp sumac
2 tbsp pomegranate seeds
1 tbsp pomegranate molasses
For the dressing
2 tbsp olive oil
Juice of half a lemon
1 small garlic clove, crushed
1 tbsp tahini
2 tsp za'atar","Method
Roast the cauliflower florets with 1 tbsp of olive oil in a 200C oven for 20 minutes, turning once until slightly charred and soft.
Make the dressing by whisking together all the dressing ingredients. Set aside.
Cut the pitta breads into wedges and toast on a hot griddle pan until slightly charred.
Chop the little gem into small pieces and place in a large bowl with the tomatoes, cucumber and red onion.
Once the cauliflower has cooled slightly, add it to the salad along with the toasted pitta bread.
Pour over the dressing, sprinkle over the sumac and pomegranate seeds and toss all the salad ingredients until well combined."
403,https://veganuary.com/recipes/seared-endives/,Seared Endives,"1 T. water
6 heads of Belgian endive, washed and halved
Juice from 1 lemon
1/8 t. salt
1/8 t. pepper
1/4 c. extra virgin olive oil
2 T. coconut sugar","Preparation
Heat 1 tablespoon water in a large pan over medium heat. Place the endive in the pan, cut side down. Sprinkle with the lemon juice, salt and pepper. Cover and cook for 2 minutes. Add the olive oil and turn the endive over. Sprinkle with the sugar and cover. Continue cooking until the cut side begins to brown and caramelise. Serve warm or at room temperature."
423,https://veganuary.com/recipes/sweet-potato-bread/,Sweet Potato Bread,"300g sweet potato, peeled weight
300g gluten free plain flour
2 tsp baking powder
? tsp sea salt flakes
1 tsp thyme leaves
100ml cold water
40ml olive oil
1 tbsp nigella seeds, optional","Method
Preheat the oven to 200C.
Peel the sweet potato and cut into 2cm chunks. Bring a saucepan of salted water to the boil and add the sweet potatoes. Cook until very tender to a knife point - you want them almost on the point of collapse.
Drain and steam dry for 5 minutes then mash until smooth. Add to a bowl with the flour, baking powder, sea salt and thyme leaves. Stir until distributed evenly.
Whisk the water and olive oil and add to the mashed potatoes along with the nigella seeds. Mix well. The dough should come together and be soft but not particularly sticky.
Turn out and shape roughly into a small round, about 4-5 cm thick. Place on a baking tray and cut a cross in the top. Bake for 45-50 minutes until risen and browned on top. Transfer to a wire rack and cool completely."
