number,href,title,ingredients,preparation
150,https://veganuary.com/recipes/pigless-rolls/,Pigless Rolls,"Ready rolled or a block of puff pastry or homemade puff pastry if you are up to it!
One box of Granose (or other) dried sausage mix","Method
Roll out or take out the pastry and slice into sections. Cut into long strips of around 10cm in width.
Make up the sausage mix as per the packet and place spoonfuls on the mix in a line, just off centre, on each strip of pastry. Don't over fill, as you'll have trouble closing up the pastry.
Fold the pastry over the top of the sausage mix, pressing shut the two edges with a fork. You can prick the pastry in top for some decoration too if you fancy.
Cut into around 8cm individual bites. It doesn't have to be precise but just make sure they aren't too small as you'll end up with sausage bullets!
Cook on a baking tray for around 25 mins, or until golden brown. Make sure you give each one a little room as they don't cook through and rise properly if they are squashed together.
They are most delicious eaten warm."
210,https://veganuary.com/recipes/beetroot-and-pistachio-salad/,Beetroot and Pistachio Salad,"1 cooked beetroot
4 cherry tomatoes
? yellow pepper
Handful of pistachios
Mixed salad leaves
Juice of half a lemon
Drizzle of sesame oil","Preparation
 Serves 1
Method
Slice beetroot and pepper, toss with tomatoes and salad leaves.
Squeeze over half a lemon and a good drizzle of sesame oil and sprinkle with pistachios."
430,https://veganuary.com/recipes/stuffed-cucumber-kimchi/,Stuffed Cucumber Kimchi,"1 large cucumber
10 Radishes
1 large (Asian) pear, or two small pears
Purified Water
3 Tbsp Naturally Brewed Soy Sauce
1 Cup Salt
3 Tbsp green plum extract","Method
Wash the cucumbers with salt to cleanse thoroughly. Soak the prepared cucumbers in boiling salted water.
Meanwhile, finely shred ? of the pear(s) and the radishes. Add 1 Tbsp soy sauce and 1 Tbsp plum extract to the prepared pear and radishes, and mix well with your hands.
Grate the remainder of the pears and sieve or strain to collect juice. Add the purified water, 2 Tbsp soy sauce, 2 Tbsp plum extract and a pinch of salt to the juice.
Cut the cucumber into 3cm cylindrical pieces and make cross-cuts on the circular face of each piece. Stuff the cucumbers with the radish and pear mixture and transfer to a plate. To finish, pour the pear juice mixture over the cucumber pieces."
460,https://veganuary.com/recipes/vegan-caesar-salad-dressing/,Caesar Salad Dressing,"1 tbsp olive oil
120 ml almond milk (or plant milk of your choice)
70g cashew nuts
1 tbsp dijon mustard
1 minced garlic clove
1 tbsp capers
Dash of soya sauce
Juice of 1 squeezed lemon","Preparation
Special thanks to Victoria Harley for the image: split-pin.co.uk
Method
Add all the ingredients to a blender and process until smooth
Keep the remaining dressing in an airtight container. Best eaten within one week."
690,https://veganuary.com/recipes/rustic-sundried-tomato-bread/,Rustic Sundried Tomato Bread,"130g gluten-free plain flour, plus extra for handling
100g gram flour
1 tbsp baking powder
5 sundried tomatoes, plus 2 tbsp of their oil
150ml almond milk - or your favourite dairy-free milk
1 tsp cider vinegar - or 1 tbsp lemon juice","Preparation
Makes 1 loaf Method
Preheat the oven to 220c.
Place all of the dried ingredients into a large mixing bowl and stir together. Next add the sundried tomatoes and toss together in the flours so that the pieces become coated - this will allow them to become evenly distributed.
Pour over the almond milk, oil and cider vinegar (or lemon juice) and then mix together until you have a large, tacky ball of dough. Coat your hands in extra flour and carefully lift the loose dough and place on to a large baking tray, shaping it into a round loaf approximately 6 inches in diameter.
Score the top of the loaf into 8 segments (you can be quite light with the knife as the dough is so soft). Bake the bread in the oven for 15-18 minutes or until golden and crusty. Remove from the oven, leave to cool for 10 minutes and then cut into segments and enjoy."
740,https://veganuary.com/recipes/korean-temple-kimchi/,Vegan Korean Temple Kimchi,"2 cabbages
3 cups Red Chilli Powder (Gochugaru)
? cup Naturally Brewed Soy Sauce
2 cups Glutinous Rice Porridge
Korean Raspberry Extract ? cup
20g Green Sea Fingers (Cheonggak)
? cups Cooked Soybean (boiled and mashed into a paste)
Salt","Method
Remove the base of the green sea fingers and finely chop them until they form a soft paste.
Mix in a large bowl the glutinous rice porridge, red chili powder, prepared green sea fingers, prepared soybean, soy sauce and Korean raspberry extract. Season the mixture using salt (about 1 Tbsp). Leave the paste to rest for about 2 hours.
Mix three handfuls of salt into a large bowl of water and soak the cabbage.
Cut the cabbages vertically in half and make small cuts in the roots. Mix three handfuls of salt into a large bowl of water and soak the cabbage for a minute or so.
Spread a generous amount of salt in between the leaves (coarse sea salt works best); add even more to the stems. Leave for as long as possible to rest - from 3 to 12 hours.
Remove any excess brine from the cabbages and spread the prepared seasoning paste between the leaves.
Cover the cabbages using the outermost leaves and store them in containers to ferment."
780,https://veganuary.com/recipes/cheese-and-crackers/,Vegan Cheese and Crackers,"Crackers of your choice (I selected Ryvita Pumpkin Seeds & Oats for this pic)
Vegan cheese (I used Violife Mozzarella)
Optional:
Branston Pickle
Tomatoes
Cucumber
Celery","Preparation
Special thanks to Victoria Harley for the image: split-pin.co.uk
Method
Slice cheese
Arrange cheese and crackers on a plate/board
Add accompaniments
Serve"
810,https://veganuary.com/recipes/roasted-red-pepper-hummus/,Roasted Red Pepper Hummus,"2 large sweet red bell peppers
2 large cloves of garlic
2 heaped tablespoons of tahini
1 tin (240g/8?oz drained or 1? cups) tinned chickpeas
2 lemons
3 tablespoons extra virgin olive oil
? teaspoon sea salt","Method
De-seed, de-stalk and slice your peppers in half or quarters.
Next: roast the sweet pepper and garlic in a hot oven... To do this, keep the garlic in its skin and place on an oven tray along with the pepper and place in a pre-heated oven (gas mark 7/425C/220F should work fine). Roast garlic for up to 10 minutes and the pepper for about 15-20 minutes (or until the pepper is easy to pierce). No need to let the pepper char. Note: I find it easier to roast this ahead of time - get on with something else - and then set them out to cool for a little while before adding to the rest of the ingredients.
It's best to wait until the garlic cools down a little before you pop it out of it's skin. Gently chop off the top; then squeeze out the fleshy garlic and place in a jug ready to blend with everything else.
Rinse and drain chickpeas.
Juice lemon and discard the skin.
Add all ingredients to a jug and blend until you reached your desired consistency.
Chill in the fridge before serving.
This serves well with: salad in a sandwich on crackers as a veggie dip with baked potatoes or  coconut-sweet-potatoes It's pretty versatile and should keep in the fridge for over a week. I like to make a batch of pates and dips to enjoy throughout the week. Gotta make plenty in my house though as they vanish pretty quickly!"
820,https://veganuary.com/recipes/broad-bean-hummus/,Broad Bean Hummus,"160g broad beans
Juice 1/2 small lemon
10-12 mint leaves
4 tablespoons extra virgin olive oil, plus extra
Zest of small lemon
Salt, to taste","Method
Steam the beans for 3-5 minutes, until tender. Rinse under cold water.
Place beans in a liquidizer or similar - chop them finely to hummus consistency. Add salt, lemon juice and finely chopped mint, blend until smooth adding olive oil gradually until you achieve the consistency you want.
Add more olive oil if needed, once smooth, add zest and seasoning. Add more olive oil on top.
Serve with crusty bread, carrots and celery."
840,https://veganuary.com/recipes/butternut-squash-and-tomato-muffins/,Butternut Squash and Tomato Muffins,"350g butternut squash
peeled weight
100g sundried tomatoes
250ml rice milk mixed with 1tbsp lemon juice
60ml olive oil + 1 tbsp for roasting
1 tbsp baking powder
? tsp bicarbonate of soda
300g gluten free plain flour
4 tbsp ground flaxseed mixed with 6 tbsp water","Method
Preheat the oven to 200c.  Peel the butternut squash and scoop out any seeds or pith that may be there.  Cut into 1cm cubes and place in a roasting tray with 1 tbsp of olive oil.  Season well with sea salt and black pepper and roast in the oven for 40 minutes until golden and tender.
Roughly chop the sundried tomatoes and set aside. Place the ground flaxseed and water in a small bowl and stir together until combined.  Place the soured milk, flax mixture and olive oil into a large mixing bowl and gently whisk together.  Sift in the flour, baking powder and bicarbonate of soda, roast squash, sundried tomatoes and season well.  Fold the mixture together using a metal spoon until evenly combined.
Fill the muffin cases two thirds full with the mixture.  Bake in the oven for 45-50 minutes until slightly risen and golden."
870,https://simple-veganista.com/easy-vegan-scalloped-potatoes/,Vegan Scalloped Potatoes,"3 pounds potatoes, sliced 1/8 inch thick
1 cup raw cashews*
2 1/2 cups unsweetened almond milk or vegetable broth (or combo)
1/4 - 1/3 cup nutritional yeast, optional
2 - 3 garlic cloves or 2 teaspoons garlic powder
1 teaspoon onion powder***
1 teaspoon mineral salt
1/2 teaspoon fresh ground pepper
juice of 1/2 lemon or 1 teaspoon apple cider vinegar
1/8 teaspoon nutmeg, optional
1 teaspoon fresh thyme, to garnish","Instructions Preheat oven to 375 degrees F.
Potatoes: If leaving the skins on, scrub the potatoes, and remove any unsightly blemishes. Alternately, peel the potatoes. Slice the potatoes into 1/8 inch slices using a mandolin, or manually with a knife. If manually slicing, do try to cut evenly as possible so potatoes will cook uniformly.
Cream Sauce: Add the cashews, milk and/or veg broth, nutritional yeast, garlic, onion powder, salt, pepper and lemon juice/vinegar to a high speed blender and blend until creamy, about 45 seconds to 1 minute. Taste for flavor, adding more of anything you like. Makes about 3 cups.
Assemble: In a 9 x 13 baking dish, pour a thin layer of sauce on the bottom of the dish, layer 1/2 of the potatoes, top with 1/2 cream sauce, and repeat. Top with a sprinkle of thyme, and any additional vegan cheese. Alternatively, after adding sauce to the bottom of the dish, make three rows of potatoes, layering them at an angle, pour sauce evenly overtop.
Bake: Place in oven, cover with lid, foil or silpat (see notes), and bake for 40 minutes. Remove cover and bake another 30 minutes, potatoes should be fork tender. Once done, sprinkle with a little more thyme, and let cool 5 - 10 minutes before serving.
Serve topped with optional chopped chives, parsley, or more fresh thyme and/or freshly ground pepper.
Store leftovers in an air container in the refrigerator for up to 5 days. Reheat in oven at 350, covered with foil, for 20 - 30 minutes, until warmed through."
910,https://simple-veganista.com/vegan-mashed-potatoes/,BEST VEGAN MASHED POTATOES,"2 1/2 lb. potatoes (russet, Yukon, or red), cut into 1 1/2 - 2 inch cubes
1/4 cup vegan butter (Miyoko's pref.) or extra virgin olive oil, at room temp
3/4 - 1 cup unsweetened non-dairy milk (almond, cashew, oat, soy, etc.), at room temp
salt + pepper, to taste","Instructions Boil potatoes: In a large pot, add potatoes and fill pot with enough water to cover potatoes, there should be about 1 - 2 inches of water overtop. Bring to a boil, cover askew, reduce heat to low, and cook over a gentle boil for  15 - 20 minutes. Potatoes are done when fork tender. Remove from heat, carefully drain water.
Mash: Add the fat (butter/oil) right away, mash into the potatoes with a potato masher. Pour in the non-dairy milk and continue to mash until fluffy and creamy. Season to taste with salt and pepper.
Serves 4 - 6
Store: Leftovers can be stored in the refrigerator for up to 5 - 6 days. For longer storage, freeze for up to 2 - 3 months. Let thaw before reheating."
950,https://simple-veganista.com/super-spinach-salad-carrot-miso-ginger-dressing/,SUPER SPINACH SALAD + CARROT MISO GINGER DRESSING,"Salad
6 - 8 oz. baby spinach
3/4 cup cooked quinoa
3/4 cup shredded carrots
3/4 cup edamame
3/4 cup chickpeas
1/3 cup dried cranberries
1/4 cup pepitas (pumpkin seeds)
8 oz. grape/cherry tomatoes
Carrot Miso Ginger Dressing
1/4 cup neutral oil (grapeseed, peanut or light flavored olive oil)
3 tablespoons mellow or sweet miso (yellow or white)
1 tablespoon dark/toasted sesame oil
2 tablespoons rice wine vinegar
2 teaspoons pure maple syrup
2 large carrots, roughly chopped or 1 cup grated
1 inch piece ginger, peeled and minced
water, as needed to thin","Instructions Dressing: Place ingredients into a food processor/personal blender and pulse a few times to mince carrots. Scrap down the sides. Blend again until smooth, stopping to scrap down the sides as needed. Taste for flavor adding anything extra you like. For more zestiness, add more vinegar. To thin, add water instead of extra oil, a couple tablespoons should do the trick. To thicken, add more carrots or miso paste.
Serve: Place a large handful of spinach in your serving bowl, top with quinoa, carrots, edamame, chickpeas, cranberries, pepitas and tomatoes. Add the dressing over top. Either enjoy as is or give the salad a good toss.
Serves 3
Store any leftover dressing in an air tight container in the refrigerator for up to 5 - 6 days. Dressing can be made ahead of time."
960,https://simple-veganista.com/walnut-meat/,WALNUT MEAT (4 WAYS),"Walnut Meat Base:
1 cup walnuts
1 cup mushrooms, sliced
1 tablespoon tamri (nama shoyu or soy sauce)
salt + pepper, to taste
Mexican:
1 tablespoon cumin
1/2 teaspoon garlic powder
1/4 teaspoon chipotle powder (or cayenne)
Italian:
2 teaspoons Italian seasoning
1/2 teaspoon garlic powder
1/2 teaspoon onion powder (or garlic powder)
Indian:
2 teaspoons coriander
1/2 teaspoon paprika
1/2 teaspoon cumin (or garam masala)
1/4 teaspoon cayenne
1/2 teaspoon garlic powder (or onion powder)
American:
3/4 - 1 teaspoon EACH garlic and onion powder
salt + pepper, to taste","Instructions Pulse to combine: Simply add the walnuts, mushrooms, tamari and spices to the bowl of a food processor. Pulse a few times until just combined and crumbly. Careful not to over process or it will turn smooth like pate.
Taste for seasoning, adding more of any spice you like.
Warm it up: Optionally, heat on the stove over low heat, stirring frequently until warmed through. Alternatively, heat in the microwave using 15 second intervals, stirring between each, until warm. Just don't overcook.
Makes about 1 1/2 cups.
Serves 3
Store: Leftovers can be stored in the refrigerator for up to 3 - 4 days."
970,https://simple-veganista.com/vegan-cornbread/,FAVORITE VEGAN CORNBREAD,"1 cup yellow cornmeal (stone-ground pref.)
1 cup flour (spelt, unbleached all-purpose, 1-to-1 gluten-free flour)
1 tablespoon baking powder
1/4 teaspoon mineral salt
1/3 cup organic sugar (pure cane white/brown or coconut)
1 cup unsweetened almond milk
1/3 cup light flavored olive oil (or your favorite neutral oil)
juice of 1 small lemon or 1 teaspoon apple cider vinegar","Instructions Preheat oven to 400 degrees F. Lightly grease an 8 or 9-inch square baking pan.
Wet & Sugar: In a medium bowl (or 2 cup measuring cup), mix together the milk, lemon juice, sugar, and oil, mix well. Set aside, stirring occasionally, for 5 - 7 minutes.
Dry: In a large bowl, whisk together the cornmeal, flour, baking powder, and salt together.
Mix: Pour the wet ingredients into the dry ingredients and whisk until combined. Avoid over-mixing.
Pour & Bake: Pour batter into prepared baking dish. Place baking dish into the oven and bake for 25 minutes or until golden brown on top and the center is cooked through. Use a toothpick to test for doneness, should come out clean when stuck in the center. Once done, cool a few minutes before slicing and serving.
Serve cornbread with vegan butter, homemade chia jam, on the side with chili, soups, or stews.
Store: Wrap leftovers up tightly and store them on the counter for up to 3 - 4 days. To keep longer, freeze baked cornbread for up to 2 - 3 months. Let thaw overnight in the refrigerator and heat up in the microwave or bake in a 300 degrees F oven for 10 minutes."
990,https://simple-veganista.com/slow-cooker-refried-beans/,SLOW COOKER REFRIED BEANS (VEGAN + EASY),"1 lb. dried pinto beans, rinsed and odd beans removed
1 small onion, chopped
2 - 3 cloves garlic, chopped
1 teaspoon cumin
1 teaspoon chili powder (or chipotle powder)
1 jalapeno, optional
2 bay leaves
1 - 2 teaspoons black pepper
1 teaspoon salt
9 cups vegetable broth or water (or combo)*","Instructions Start by rinsing the beans. Add the beans to a colander and rinse them under cool running water. Remove any unsightly, odd shaped beans.
Add ingredients to the slow cooker. Place the beans in the bowl of the slow cooker, add the onions, garlic, cumin, chili powder, jalapeno, bay leaves, salt, pepper and liquids.
Slow cook the beans. Set the slow cooker on HIGH for 8 - 10 hours.
Drain the beans. Let the beans cool a few minutes and drain the liquids, reserving up to 2 cups. Remove the bay leaves.
Mash or Puree the beans. Using a potato masher or immersion blender, mash or puree the beans to desired consistency. Add as much of the reserved liquids you need to thin. Alternately, you may like the beans left un-mashed for a ranchero or charro style beans.
Taste for flavor. Taste for flavor, adding more salt and pepper to taste.
Serves 8
Store: Leftovers can be stored in the refrigerator for 4 - 5 days in a covered container. To keep longer, freeze the beans in freezer safe containers for 2 - 3 months. Let frozen beans thaw in the fridge overnight. Re-heat on the stove over medium low, stirring frequently."
1010,https://simple-veganista.com/easy-oven-roasted-red-potatoes/?swcfpc=1,EASY OVEN-ROASTED RED POTATOES,"2 pounds (90 kg) red potatoes, quartered
2 - 3 tablespoons olive oil
1/2 teaspoon garlic powder, optional
1 teaspoon thyme
1/2 teaspoon mineral salt, or to taste
3/4 teaspoon freshly ground pepper, or to taste
chopped fresh parsley, to serve","Instructions Preheat oven to 425 degrees F (232 C). Line a sheet pan with parchment, a silpat, or lightly grease with oil.
Prep: Scrub potatoes well, slice in half and cut into quarters (if using baby potatoes you may rather just cut them in half).
Season: Place potatoes on sheet pan, drizzle with oil, herbs and spices, toss well to coat and spread in a single layer.
Roast: Place baking sheet in the oven, on middle rack, and roast for 40 - 45 minutes, stirring 2 - 3 times.
Remove from oven, let cool a few minutes and serve warm with chopped parsley sprinkled overtop.
Serves 6 - 8
Pair these roasted red potatoes with this The Ultimate Vegetable Lentil Loaf, or serve as a mono meal or side drizzled with this Garlic Aioli, Sriracha Cashew Sauce or Creamy Lemon- Herb Hemp Dressing!"
1150,https://simple-veganista.com/crispy-smashed-potatoes/,CRISPY SMASHED POTATOES,"Potatoes
1 lb. baby potatoes (red, white, gold or purple)
3 tablespoons olive oil
1/2 teaspoon mineral salt
Optional seasonings
1 teaspoon thyme or za'atar
1/2 teaspoon garlic powder
1/2 teaspoon onion powder
To serve
2 scallions, thinly sliced
1/4 cup chopped parsley
Tahini Sauce or Sriracha Cashew Sauce","Instructions Preheat oven to 450 degrees F.
Line a baking sheet with silpat, parchment paper or lightly grease with oil.
Prep potatoes: Add potatoes to the center of a baking sheet, drizzle with oil and toss to coat. Arrange potatoes spread out leaving a little room between potatoes.
Roast 1: Place in the oven on the center rack and bake for 25 minutes (if using larger potatoes cook 30 - 35 minutes).
Smash: Carefully remove the sheet pan from the oven, using a flat bottom item (I used the bottom of a 1 cup measuring cup) or back of a big spatula, smash potatoes. Smash to about 1/2 inch, a little smaller if you can without them falling apart too much. Gently use a fork to help remove potatoes that may stick to your smasher of choice. It's ok if they fall apart a little, they should crisp up and stick together once finished.
Roast 2: Place potatoes back in the oven and continue to bake for an additional 20 - 25 minutes, until edges are deliciously golden and crispy looking. Bake longer if you prefer very crispy potatoes!
Serve: Place potatoes on individual plates and drizzle with sauce and top with greens. Or serve however you like!
Serves 4 - 6
Store: Leftovers can be stored in the refrigerator for up to 5 days. Reheat in the toaster oven or oven at 350 degrees until warmed through."
1160,https://simple-veganista.com/fresh-from-oven-soft-pretzel-bites/,HOMEMADE SOFT PRETZEL BITES,"1 1/2 cup lukewarm water (100F - 110F)
1 tablespoon pure cane sugar
1 packet instant or active dry yeast (about 2 1/2 teaspoons)
3 3/4 - 4 cups flour (all-purpose, spelt, whole wheat or combo)
1 teaspoon sea salt
1/2 cup baking soda
olive oil or vegan butter (melted), for brushing
pretzel salt or any course salt as topping","Instructions Start yeast: In a large bowl, pour warm water and sugar, stir to mix, sprinkle with yeast and let sit for 5 - 10 minutes, yeast should become foamy. Alternatively, use the bowl of food processor or stand alone mixer, fitted with a dough attachment. Also, instead of using a spoon to mix, use a hand blender with dough attachment.
Make dough: Add 2 cups flour to yeast, mix until combined. Add salt and rest of flour, mix until combined, about 60 - 90 seconds. If using processor or mixer, beat on medium-low until dough pulls away from the sides of the bowl, about 1 1/2 minutes. If dough is too dry add more water 1 tablespoon at a time and if dough is too wet, add more flour 1 tablespoon at a time (this may all depend on weather conditions). Transfer to a lightly floured board and knead about 3 minutes, or until somewhat smooth.
Let dough rest: Sprinkle the top of the dough with a little flour and cover with a kitchen towel. Let rest for about 10 minutes, up to 1 hours.
Heat oven to 425 degrees.
Grease baking sheet with olive oil, or line with parchment or silicone mat and lightly grease (this ensures your pretzels don't stick), set aside.
Roll dough: Knead the dough three to four times, slice in half using a sharp knife or pizza cutter. Roll and shape each half into a log, about 10 inches long. Cut 1 inch pieces.
Baking soda bath: Fill a large pot (at least 4 quart) with 2 inches of water (about 8 - 10 cups). Bring to a boil. Add baking soda, it will foam up so be gentle when adding. Reduce to medium; place half of the bites in the water and poach for 30 seconds. They will sink and rise, once risen they should be ready. Use a slotted spoon to transfer pretzel bites to baking sheet. Continue until all pretzels are poached.
Bake: Using a silicone brush, coat the pretzel bites with olive oil or vegan butter, and add a sprinkle of salt over top. Bake until golden brown, 12 - 16 minutes (oven may vary).
Makes about 18 - 20 pretzel bites
Pretzels are best when eaten right away or the same day.
Serve plain or with your favorite accompaniment. I used dijon and whole grain mustard.
Store: You can keep leftover pretzels at room temperature, lightly covered, for up to 3 days. They may soften after storing."
1220,https://simple-veganista.com/house-salad-recipe/,HOUSE SALAD + APPLE CIDER VINAIGRETTE,"2 heads romaine (about 6 - 8 cups), chopped
3/4 cup croutons
1/2 cup shredded carrots
1/2 cucumber, thinly sliced
1/4 red onion, sliced
handful cherry tomatoes, sliced in half
Apple Cider Vinaigrette
4 tablespoons apple cider vinegar (pref. Bragg's raw)
3 tablespoons olive oil (see notes)
1 - 2 teaspoons dijon
1 clove garlic, minced
1/4 - 1/2 teaspoon salt + pepper","Instructions Vinaigrette: In a small bowl or glass jar, whisk together the apple cider vinegar, olive oil, dijon, garlic and salt + pepper. Season to taste.
Assemble Salad: In a large serving bowl, fill with romaine (or leafy greens of choice), top with carrots, onion, cucumber and croutons. Drizzle the dressing overtop and toss to combine.
Serves 4 - 6 small sides, or 1 - 2 as a main meal.
Serve in individual bowls. For more texture and flavor, top with Coconut Bacon, Crispy Roasted Chickpeas or Almond Parmesan for variation. A sprinkle of pepitas, sunflower seeds or hemp seeds would be great too!
Store: Leftovers can be stored in the refrigerator for up to 2 - 3 days. If making for meal prep, it might be best to store the salad and dressing separately until ready to serve."
1240,https://simple-veganista.com/vegan-naan-bread/,VEGAN NAAN,"2 cups flour (all-purpose, white whole wheat, spelt or gluten-free flour blend)
2 teaspoons organic pure cane sugar or pure maple syrup
1 teaspoon rapid-rise fast acting yeast (if using active yeast see notes)
1/2 teaspoon mineral salt
3/4 cup warm water (between 105 and 115F.)
4 tablespoons unsweetened non-dairy yogurt, at room temp
2 teaspoons olive oil
garnish
melted vegan butter or garlic infused olive oil
freshly chopped parsley or cilantro","Instructions Mix dry ingredients: In a large mixing bowl, add the flour, yeast, sugar and salt, mix to combine.
Mix wet ingredients: In a medium bowl or 2 cup measuring cup, combine the 3/4 cup warm water (between 105 and 115F.) with the yogurt and oil.
Combine dry & wet: Pour wet ingredients into the dry ingredients. Mix the wet and dry ingredients together. Dough will be rough & shaggy looking and tacky to the touch.
Quick knead: Knead the dough by pulling the dough ball onto itself about 5 times, and form a ball. Doesn't have to be a tight ball.
Cover and let rise: Tightly cover bowl with saran wrap and let rest in a warm area away from drafts for about 60 - 90 minutes. The warmer the area, the faster the dough will rise. Once dough has risen it will have doubled in size.
Turn dough out: Fill a small bowl with flour and lightly sprinkle a flat surface with flour. Turn dough onto the flat surface and sprinkle with flour. Dough will be tacky.
Shape dough: Dust fingers with flour and shape the dough into a rectangle, it doesn't have to be a perfect shape.
Cut dough: Cut the dough into 6 pieces, making them as even as possible (again it doesn't have to be perfect).
Roll & flatten: When ready to bake, roll a piece into a ball. Using a lightly floured rolling pin, roll the dough into an oval shape (about 9 x 4 inches), flatting to about 1/8 inch thick. Add more flour as needed to your work area and fingers.
Heat skillet and bake: Get the skillet nice and hot by heating over medium-high heat. Place dough onto the skillet surface. When bubbles start to appear (above left), flip the naan and cook the other side.
Garnish: Once done brush with olive oil or melted vegan butter and enjoy!
Makes 6
Store: Leftover naan can be stored in an airtight container for up to 3 days on the counter. To keep longer, freeze for up to 2 months."
1320,https://simple-veganista.com/spicy-coleslaw-tahini-dijon-dressing/,SPICY COLESLAW + TAHINI DIJON DRESSING,"1 head green cabbage, shredded
1 1/2 cups carrots, julienned
4 scallions (green onions), sliced
12 peperoncini or banana peppers, julienned or diced
mineral salt & pepper, to taste
sesame seeds, to serve
Dressing
4 tablespoons tahini
4 tablespoons water
1 tablespoon dijon mustard
2 teaspoons pure cane sugar or pure maple syrup
2 teaspoons apple cider vinegar or juice of 1/2 lemon
pinch of fresh cracked pepper","Instructions Start by mixing your dressing. In a small bowl combine dressing ingredients. Set aside. After five minutes or so, taste for flavor adding anything extra you might like. (You may also consider mixing the dressing on the bottom of the bowl you will be mixing your coleslaw in leaving one less dish to wash.)
In a large mixing bowl, add cabbage, carrots, scallions, peperoncinis. Drizzle with dressing and mix to combine. Add salt & fresh cracked pepper to taste.
Serve at room temp or chilled. This is a great salad to make ahead and let set covered an hour or so on the counter or in the refrigerator for longer.
Serve with a sprinkle of white sesame seeds over top.
Serves 4 - 6"
1,https://veganuary.com/recipes/mfc-nachos/,Nachos,"400g Meatless Farm Co mince (or similar)
400g can?of refried beans
400g can?of chopped tomatoes
1 tbsp tomato puree
? red bell pepper, diced
? green bell pepper, diced
1 medium?onion, chopped
Taco spice blend
200g grated vegan cheese
1 large bag of plain tortilla chips","Preparation
Preheat the oven to 350F
Heat the oil in a large, deep pan on medium heat. Cook the Meatless Farm mince (or similar) until lightly browned.
Add the refried beans, chopped tomatoes, tomato puree, chopped bell peppers, onion and the taco seasoning mix to the pot. Simmer and reduce for 10 - 12 minutes.
While the mince mixture is simmering, arrange the tortilla chips in a shallow casserole dish.
Next spoon the hot mince mixture over the chips.
Sprinkle the shredded cheese on top and transfer to the preheated oven.
Bake the nachos for 20 minutes, or until the cheese has melted and is lightly browned.
Serve the nachos hot from the oven along with a cashew sour cream and guacamole, as desired."
121,https://veganuary.com/recipes/oil-free-potato-wedges-and-salsa-verde/,Oil-Free Potato Wedges and Salsa Verde,"650g white potatoes (about 3, medium-size)
Juice of ? a lemon
? tsp cayenne
1 tsp turmeric
1 tsp smoked paprika
2 tsp dried thyme
For the Salsa Verde:
1 clove garlic
2 tsp capers
4 pitted olives (any)
? tsp dijon mustard
1 tbsp vinegar (apple cider, red/white wine)
Juice of ? a lemon
I handful each of fresh basil leaves, coriander and spinach
Salt and pepper, to taste","Method
Heat the oven to 180C / 350F / Gas Mark 4.
Cut each potato into 8 equal-sized wedges and place in a large mixing bowl. Add the seasoning and lemon juice and give it all a good stir so that each wedge is coated.
Line a tray with parchment paper and arrange the wedges skin-side down.
Place on the middle shelf of the oven and cook for 40-50 minutes, turning once. If you think they are browning too much towards the end but not yet cooked through, cover with foil.
While the wedges are cooking, make the Salsa Verde. Place all the ingredients in a food processor and roughly blitz until you have a consistency you are happy with (I prefer it to not be over-processed).
If you don't have a food processor, finely chop the ingredients and blend in a pestle and mortar. If it looks too dry add a little olive oil or extra lemon juice."
141,https://veganuary.com/recipes/lemon-almond-parmesan/,Lemon Almond Parmesan,"50g whole almonds
2 tbsp nutritional yeast
Zest of 1 organic/unwaxed lemon
? tsp good salt","Preparation
Yes, you can buy vegan parmesan, but making your own is so much better! Especially when you amp up the tang for an extra-special taste sensation.
Method
Place all the ingredients in a food processor and blitz until you have a powdery consistency this should take seconds.
Be careful not to over-process, as it will start to turn into almond butter.
Store in a sterilised jar and keep in the fridge."
211,https://veganuary.com/recipes/gaajar-marcha-no-sambhaaro/,Gaajar and Marcha No Sambhaaro,"2 fairly large carrots
1 fresh green chilli
Less than a tablespoon oil I use olive oil or sunflower oil
1/2 a teaspoon of Rye/mustard seeds
1 pinch of Jiru/cumin seeds
1 pinch of Hing/asafetida
1 pinch of turmeric","Preparation
This recipe serves 1
Method
Grate the carrots
Slice the chilli
Put the oil in a pan
Add the Rye, Jiru and Hing
When the seeds pop, add the grated carrots and chilli
Stir
Add the turmeric
Add salt to taste
Cook for a few minutes
Enjoy with another meal, have it with Rotli like I do, or get creative and perhaps use it as a filling in a sandwich ??"
331,https://veganuary.com/recipes/no-oil-sweet-potato-chips/,No-Oil Sweet Potato Chips,"750g sweet potatoes
4 tsp lemon juice
2 tsp sweet paprika
2 tsp garam masala
2 tsp sumac
2 tsp dried chilli flakes","Preparation
Heat the oven to 200C / 400F / Gas Mark 6.
Cut the sweet potatoes lengthways into chips, about 1cm in width.
Arrange each chip on the parchment paper, being careful not to overlap.
Sprinkle over 2 tsp of the lemon juice, to help the dry seasoning to stick, then 1 tsp each of the sweet paprika, garam masala, sumac and chilli flakes. Method
Cook for 20 minutes.
Remove from the oven and turn each chip over. Repeat step 4 and return to the oven to cook for a further 20 minutes.
And that's it!"
